session_id,dialogue_response
344_turn_029,what sort of changes have you noticed since you've been going to therapy
344_turn_030,that's good
344_turn_031,do you have disturbing thoughts
344_turn_032,do you consider yourself an introvert
344_turn_033,do you consider yourself an introvert
344_turn_034,let's come back to that later
344_turn_035,can you give me an example of that
344_turn_036,what are you most proud of in your life
344_turn_037,okay i think i've asked everything i need to
345_turn_000,that's good
345_turn_001,really
345_turn_002,uh huh
345_turn_003,yeah i see what you mean
345_turn_004,that sounds interesting
345_turn_005,what's your dream job
345_turn_006,let's come back to that later
345_turn_007,has that gotten you in trouble
345_turn_008,that sucks
345_turn_009,who's someone that's been a positive influence in your life
345_turn_010,awesome
345_turn_011,are they triggered by something
345_turn_012,how do you cope with them
345_turn_013,i'm sorry to hear that
345_turn_014,how long ago were you diagnosed
345_turn_015,what got you to seek help
345_turn_016,yeah that sounds really hard
345_turn_017,did you think you had a problem before you found out
345_turn_018,how have you been feeling lately
345_turn_019,that's good
345_turn_020,what sort of changes have you noticed since you've been going to therapy
345_turn_021,that's good
347_turn_000,really
347_turn_001,when'd you move to l_a
347_turn_002,how easy was it for you to get used to living in l_a
347_turn_003,what are some things you really like about l_a
347_turn_004,that's good
347_turn_005,that's great
347_turn_006,that sounds interesting
347_turn_007,are you still working in that
347_turn_008,i see what you mean
347_turn_009,how are you at controlling your temper
347_turn_010,when was the last time that happened
347_turn_011,how close are you to them
347_turn_012,that sucks
347_turn_013,i see what you mean
347_turn_014,what would you say are some of your best qualities
347_turn_015,how did you feel in that moment
347_turn_016,that's good
347_turn_017,how easy is it for you to get a good night's sleep
347_turn_018,what are you like when you don't sleep well
347_turn_019,have you ever been diagnosed with p_t_s_d
347_turn_020,how have you been feeling lately
347_turn_021,it can be tough to find a good job these days
347_turn_022,can you give me an example of that
347_turn_023,that's so good to hear
347_turn_024,i'd love to hear all about it
347_turn_025,that's good
347_turn_026,i see what you mean
348_turn_000,really
348_turn_001,that's great
348_turn_002,i'd love to hear about one of your trips
348_turn_003,uh huh
348_turn_004,when was the last time you argued with someone and what was it about
348_turn_005,that's good
348_turn_006,what's the best thing about being a parent
348_turn_007,what's your dream job
348_turn_008,that's good
348_turn_009,<laughter>
348_turn_010,yeah i see what you mean
348_turn_011,can you tell me about that
348_turn_012,yeah how hard is that
348_turn_013,how do you know them
348_turn_014,let's come back to that later
348_turn_015,have you ever been diagnosed with p_t_s_d
348_turn_016,have you been diagnosed with depression
348_turn_017,how long ago were you diagnosed
348_turn_018,what got you to seek help
348_turn_019,did you think you had a problem before you found out
348_turn_020,do you still go to therapy now
348_turn_021,what sort of changes have you noticed since you've been going to therapy
348_turn_022,how have you been feeling lately
348_turn_023,have you noticed any changes in your behavior or thoughts lately
348_turn_024,how do you cope with them
348_turn_025,that sounds really hard
348_turn_026,i'm sorry
348_turn_027,mhm i see what you mean
348_turn_028,tell me about something you did recently that you really enjoyed
348_turn_029,awesome
348_turn_030,could you have done anything to avoid it
348_turn_031,what's one of your most memorable experiences
348_turn_032,can you tell me about that
348_turn_033,that sounds like a great situation
348_turn_034,tell me more about that
348_turn_035,uh huh
348_turn_036,that's good
348_turn_037,that's great
350_turn_000,that's good
350_turn_001,really
350_turn_002,you were very young weren't you
350_turn_003,do you travel a lot
350_turn_004,what do you enjoy about traveling
350_turn_005,uh huh
350_turn_006,that's so good to hear
350_turn_007,are you still working in that
350_turn_008,what do you do now
350_turn_009,i see what you mean
350_turn_010,that's good
350_turn_011,that sucks
350_turn_012,how close are you to your family
350_turn_013,that's great
350_turn_014,tell me more about that
350_turn_015,have you ever been diagnosed with p_t_s_d
350_turn_016,have you been diagnosed with depression
350_turn_017,how long ago were you diagnosed
350_turn_018,what got you to seek help
350_turn_019,i'm sorry
350_turn_020,do you still go to therapy now
350_turn_021,why did you stop
350_turn_022,that sounds really hard
350_turn_023,how easy is it for you to get a good night's sleep
350_turn_024,are they triggered by something
350_turn_025,i'd love to hear all about it
350_turn_026,what advice would you give yourself ten or twenty years ago
350_turn_027,awesome
350_turn_028,that sounds like a great situation
351_turn_000,that's good where are you from originally
351_turn_001,what's your dream job
351_turn_002,awesome
351_turn_003,when'd you move to l_a
351_turn_004,how easy was it for you to get used to living in l_a
351_turn_005,that's good
351_turn_006,when was the last time you argued with someone and what was it about
351_turn_007,that sucks
351_turn_008,how close are you to them
351_turn_009,how hard is that
351_turn_010,yeah i understand
351_turn_011,how close are you to your family
351_turn_012,tell me more about that
351_turn_013,that's good
351_turn_014,have you ever been diagnosed with p_t_s_d
351_turn_015,have you been diagnosed with depression
351_turn_016,how long ago were you diagnosed
351_turn_017,what got you to seek help
351_turn_018,do you still go to therapy now
351_turn_019,why did you stop
351_turn_020,yeah i'm sorry to hear that
351_turn_021,do you feel like therapy is useful
351_turn_022,what sort of changes have you noticed since you've been going to therapy
351_turn_023,that's good
351_turn_024,are they triggered by something
351_turn_025,how do you cope with them
351_turn_026,how have you been feeling lately
351_turn_027,have you noticed any changes in your behavior or thoughts lately
351_turn_028,what are you like when you don't sleep well
351_turn_029,how did you feel in that moment
351_turn_030,uh huh
351_turn_031,what advice would you give yourself ten or twenty years ago
351_turn_032,how did you decide to do that
351_turn_033,that's great
351_turn_034,thanks for sharing your thoughts with me
351_turn_035,goodbye
352_turn_000,that's good
352_turn_001,really
352_turn_002,what are some things you really like about l_a
352_turn_003,how easy was it for you to get used to living in l_a
352_turn_004,why'd you move to l_a
352_turn_005,what'd you study at school
352_turn_006,are you still working in that
352_turn_007,what do you do now
352_turn_008,what's your dream job
352_turn_009,what do you do to relax
352_turn_010,what are some things that make you really mad
352_turn_011,what do you do when you're annoyed
352_turn_012,how are you at controlling your temper
352_turn_013,when was the last time you argued with someone and what was it about
352_turn_014,how close are you to your family
352_turn_015,who's someone that's been a positive influence in your life
352_turn_016,what's one of your most memorable experiences
352_turn_017,do you travel a lot
352_turn_018,what do you enjoy about traveling
352_turn_019,have you ever served in the military
352_turn_020,have you ever been diagnosed with p_t_s_d
352_turn_021,have you been diagnosed with depression
352_turn_022,how easy is it for you to get a good night's sleep
352_turn_023,what are you like when you don't sleep well
352_turn_024,how have you been feeling lately
352_turn_025,have you noticed any changes in your behavior or thoughts lately
352_turn_026,when was the last time you felt really happy
352_turn_027,how would your best friend describe you
352_turn_028,what are you most proud of in your life
352_turn_029,is there anything you regret
352_turn_030,what advice would you give yourself ten or twenty years ago
